student_id,age,gender,ethnicity,grade_level,gpa,prev_year_gpa,attendance_rate,prev_year_attendance,math_score,reading_score,disciplinary_incidents,days_suspended,extracurricular_activities,credits_earned,credits_attempted,free_reduced_lunch,parent_education,special_education,english_learner,gifted_talented,school_changes,dropped_out
STU000225,18,F,White,12,1.86,1.87,0.978,1.0,443,421,1,3,2,73,76,0,High School,0,0,1,0,1
STU000226,17,M,White,12,2.26,2.69,0.875,0.878,456,415,1,2,0,72,73,1,High School,0,0,0,0,0
STU000227,15,M,Hispanic,10,2.75,2.94,1.0,0.968,535,613,1,1,1,57,60,0,Less than HS,0,0,0,0,0
STU000228,17,F,Hispanic,12,3.04,3.07,0.914,0.994,574,518,0,0,2,70,71,0,Bachelor+,0,0,0,1,0
STU000229,14,F,Hispanic,9,3.88,3.82,1.0,1.0,616,549,0,0,0,54,54,1,Some College,0,0,0,0,1
STU000230,16,M,White,11,1.45,1.12,0.956,0.981,385,374,2,6,2,67,71,0,Some College,0,0,0,0,0
STU000231,15,F,Hispanic,10,2.07,2.55,0.992,0.889,511,518,1,3,1,61,64,0,Some College,0,0,0,0,0
STU000232,15,F,Hispanic,10,2.42,2.48,0.861,0.844,487,456,1,0,3,61,64,0,Less than HS,0,0,1,1,0
STU000233,18,M,Hispanic,12,2.02,1.96,0.832,0.877,406,439,2,0,1,71,73,1,Bachelor+,0,0,0,1,1
STU000234,16,M,White,11,3.03,3.26,0.705,0.73,588,557,1,2,4,67,70,0,Some College,1,0,0,3,0
STU000235,15,M,Hispanic,10,3.27,3.07,0.943,0.933,571,580,2,2,4,58,61,1,Some College,0,0,0,2,0
STU000236,18,F,Hispanic,12,2.16,3.0,0.929,0.931,516,482,2,0,3,71,74,1,Bachelor+,0,0,0,0,0
STU000237,18,M,White,12,3.86,4.0,1.0,0.993,677,690,0,0,1,73,74,0,Some College,0,0,0,0,0
STU000238,18,M,White,12,2.5,2.82,1.0,0.96,578,528,1,3,1,70,72,0,High School,0,0,0,0,1
STU000239,18,F,White,12,2.4,2.38,1.0,0.965,421,501,0,0,0,71,72,1,Some College,0,0,0,0,1
STU000240,15,M,White,10,2.75,2.7,0.903,0.965,568,616,1,2,3,61,63,1,Some College,1,0,0,0,0
STU000241,15,M,Asian,10,1.2,0.92,0.842,0.799,322,366,2,4,2,61,63,1,High School,1,0,1,0,1
STU000242,15,M,White,10,2.82,2.5,0.933,0.969,592,544,1,3,0,62,65,1,Some College,0,0,0,0,0
STU000243,16,M,White,11,2.95,3.21,0.956,0.934,539,494,0,0,1,67,67,1,High School,0,0,0,0,0
STU000244,15,F,White,10,1.82,1.85,0.927,0.919,471,403,2,2,2,60,62,0,Bachelor+,0,0,0,0,0
STU000245,14,M,White,9,2.26,2.17,0.926,0.962,481,412,2,0,0,54,58,0,Less than HS,0,0,0,0,0
STU000246,16,M,Hispanic,11,3.1,2.7,0.98,1.0,503,468,3,3,1,66,70,0,Bachelor+,0,0,0,0,0
STU000247,15,M,Hispanic,10,2.43,2.43,0.835,0.768,606,480,2,4,1,63,67,0,Bachelor+,0,0,0,0,0
STU000248,18,F,White,12,2.68,3.21,0.979,0.96,373,537,0,0,3,74,75,0,Some College,0,0,0,0,0
STU000249,18,M,White,12,2.98,3.21,0.853,0.837,540,541,0,0,0,75,76,0,Bachelor+,0,0,1,1,1
STU000250,15,F,Hispanic,10,2.32,2.59,1.0,1.0,525,497,0,0,0,59,60,1,High School,0,0,0,0,1
STU000251,15,M,White,10,2.24,2.49,0.948,1.0,430,489,0,0,1,58,60,1,High School,0,0,0,0,0
STU000252,17,F,White,12,2.47,1.96,0.827,0.828,515,491,0,0,0,72,74,0,Bachelor+,0,0,1,1,1
STU000253,15,M,Black,10,3.23,2.94,0.948,0.949,652,591,0,0,1,57,57,0,Some College,0,0,0,0,0
STU000254,16,M,Hispanic,11,3.41,3.13,0.981,0.975,561,628,0,0,4,68,70,1,Bachelor+,0,0,0,0,0
STU000255,17,F,Asian,12,1.19,1.14,0.808,0.81,362,438,1,0,3,69,72,0,High School,0,0,0,0,0
STU000256,14,M,Black,9,3.2,3.14,0.902,0.839,465,557,0,0,2,53,54,1,Some College,0,0,0,0,0
STU000257,17,F,White,12,1.36,1.58,0.868,0.883,395,327,2,0,0,70,74,0,Some College,0,0,0,0,0
STU000258,15,M,Asian,10,2.92,2.8,0.989,0.997,536,537,0,0,2,60,62,0,Some College,0,0,0,0,1
STU000259,17,F,Hispanic,12,2.14,2.43,0.998,0.97,388,542,0,0,2,71,72,1,Less than HS,0,0,0,0,0
STU000260,17,F,Asian,12,2.81,2.38,1.0,0.988,537,521,0,0,0,75,75,1,Less than HS,0,0,0,0,0
STU000261,14,M,White,9,2.34,2.27,0.996,0.984,399,467,1,0,0,56,59,0,Bachelor+,0,0,0,0,1
STU000262,16,M,Other,11,1.65,1.57,0.981,0.933,457,376,2,6,0,64,67,1,High School,1,0,1,0,0
STU000263,15,F,White,10,2.85,2.9,0.901,0.809,601,578,1,1,4,59,62,0,Bachelor+,0,0,0,0,0
STU000264,14,M,Hispanic,9,1.45,1.52,0.829,0.858,370,344,0,0,1,53,55,1,Some College,0,0,0,3,0
STU000265,18,M,Black,12,2.31,2.09,0.972,0.984,470,486,2,6,2,74,78,1,Bachelor+,0,1,0,1,0
STU000266,18,M,Black,12,3.5,3.58,0.867,0.807,554,675,0,0,1,71,71,0,Some College,0,0,0,0,1
STU000267,14,M,Black,9,2.5,2.8,0.886,0.881,487,562,1,2,0,52,53,1,Some College,0,0,0,0,1
STU000268,17,M,Hispanic,12,2.34,2.02,0.9,0.945,521,415,2,6,3,73,77,1,High School,0,0,0,3,1
STU000269,15,M,White,10,2.95,3.17,0.953,0.979,590,467,2,0,2,60,62,0,Some College,1,1,0,2,1
STU000270,18,M,Hispanic,12,1.6,1.31,0.773,0.791,455,527,2,2,2,72,76,1,Bachelor+,0,0,0,0,1
STU000271,17,F,White,12,1.13,1.0,0.943,0.945,363,361,2,2,3,69,73,1,Some College,1,0,0,3,1
STU000272,14,M,White,9,4.0,3.48,0.988,0.999,652,699,0,0,3,55,57,0,Bachelor+,0,0,0,0,0
STU000273,15,M,Black,10,2.44,2.67,0.878,0.914,501,443,5,15,0,60,67,1,Some College,0,0,0,1,0
STU000274,15,F,Hispanic,10,3.21,3.06,1.0,0.961,591,563,0,0,4,59,61,1,Some College,0,0,0,0,0
STU000275,18,M,White,12,1.68,1.93,0.917,0.984,422,445,0,0,3,70,72,0,High School,0,0,0,0,1
STU000276,18,F,Hispanic,12,1.68,1.47,0.989,0.989,428,488,2,4,3,71,74,1,High School,0,1,0,1,1
STU000277,18,F,Black,12,1.93,1.93,0.934,1.0,338,440,3,0,1,70,73,0,Some College,0,0,0,0,0
STU000278,18,M,Hispanic,12,2.42,2.42,0.893,0.947,481,512,1,0,2,70,73,1,High School,0,0,0,0,1
STU000279,18,F,White,12,1.31,1.54,0.866,0.834,355,394,3,0,1,70,75,1,Some College,0,0,0,0,1
STU000280,15,M,Hispanic,10,2.67,2.55,0.863,0.943,664,457,1,3,0,60,62,1,High School,0,0,0,1,0
STU000281,14,F,Asian,9,2.82,2.76,0.918,0.894,557,578,3,3,1,51,55,1,Some College,0,0,0,0,0
STU000282,15,M,White,10,1.87,1.98,0.874,0.793,481,367,1,3,0,61,62,0,Bachelor+,0,0,0,0,0
STU000283,16,M,Hispanic,11,2.92,2.62,0.915,0.945,607,485,1,0,1,64,66,1,Some College,0,0,0,1,0
STU000284,14,M,White,9,0.29,0.06,0.853,0.804,257,272,0,0,0,56,58,1,High School,0,0,0,1,1
STU000285,14,F,White,9,2.42,2.13,0.926,0.963,482,516,1,0,0,52,53,1,Bachelor+,0,0,0,0,0
STU000286,14,F,Hispanic,9,3.22,3.5,0.934,0.901,585,634,1,0,2,56,57,0,Bachelor+,0,0,0,2,0
STU000287,15,M,Hispanic,10,2.53,1.89,0.848,0.868,516,586,1,3,3,57,59,0,Some College,0,0,0,0,0
STU000288,14,M,White,9,2.91,2.58,1.0,0.997,569,418,4,4,2,56,62,1,High School,0,1,0,0,0
STU000289,17,F,Hispanic,12,1.73,1.74,0.834,0.867,507,473,1,2,0,71,72,1,Bachelor+,1,0,0,0,0
STU000290,16,F,Black,11,0.54,0.0,0.773,0.789,347,402,1,3,1,65,68,1,High School,0,0,0,0,1
STU000291,16,F,Other,11,1.72,1.48,1.0,1.0,414,429,1,1,0,67,68,0,Bachelor+,0,0,0,0,0
STU000292,15,F,White,10,1.7,1.8,0.889,0.886,437,477,3,3,3,62,66,1,Less than HS,0,0,0,0,1
STU000293,17,M,White,12,2.52,2.19,0.897,0.893,508,596,2,0,1,70,74,1,Some College,0,1,0,0,0
STU000294,18,M,Hispanic,12,1.18,1.48,0.919,0.915,388,358,0,0,0,71,73,1,Bachelor+,0,0,0,0,1
STU000295,14,M,White,9,2.82,2.86,0.829,0.784,525,495,1,2,0,56,57,1,High School,1,0,0,0,0
STU000296,14,F,White,9,1.81,1.53,0.846,0.924,520,481,3,6,1,55,60,1,High School,0,0,0,0,0
STU000297,18,M,Hispanic,12,2.1,2.59,0.901,0.87,427,480,4,8,2,72,76,0,Bachelor+,0,0,0,0,1
STU000298,17,F,Asian,12,3.47,2.95,0.922,0.909,629,626,0,0,3,69,71,0,Bachelor+,0,0,0,0,0
STU000299,15,M,Black,10,2.57,2.46,0.933,0.925,480,487,1,3,4,61,63,1,Bachelor+,0,0,0,0,0
STU000300,16,M,White,11,2.67,2.49,0.967,0.919,573,420,1,1,1,68,69,0,Some College,0,0,0,0,0
STU000301,17,F,Other,12,2.61,2.3,1.0,1.0,518,516,2,6,0,69,72,1,Bachelor+,0,0,0,2,0
STU000302,15,F,Hispanic,10,1.31,1.56,1.0,0.972,351,391,4,12,2,57,63,1,High School,1,0,0,0,1
STU000303,14,M,Hispanic,9,2.43,2.18,0.918,0.919,548,444,2,4,1,52,54,1,Bachelor+,0,0,0,0,0
STU000304,15,F,Hispanic,10,1.78,1.49,0.971,0.954,435,437,1,2,3,58,61,0,Some College,0,0,0,0,1
STU000305,16,F,White,11,1.86,1.9,1.0,0.995,536,454,3,0,4,66,69,0,Bachelor+,0,0,0,0,0
STU000306,17,M,Black,12,3.31,3.44,0.875,0.862,623,598,0,0,1,69,71,0,Some College,0,0,0,0,0
STU000307,18,M,White,12,1.3,1.28,0.716,0.791,368,393,1,3,0,69,71,0,High School,0,0,0,3,1
STU000308,17,M,White,12,1.86,2.28,0.927,0.859,435,385,0,0,3,71,73,1,High School,0,0,0,0,0
STU000309,17,M,Hispanic,12,2.21,2.32,0.861,0.787,514,476,0,0,3,74,74,0,High School,0,0,0,0,0
STU000310,16,F,Hispanic,11,4.0,4.0,0.887,0.939,626,699,0,0,2,65,65,0,Some College,0,0,0,1,0
STU000311,18,F,White,12,2.44,2.8,1.0,0.905,385,490,1,0,1,71,73,0,Bachelor+,1,1,0,0,1
STU000312,17,M,White,12,3.0,3.1,1.0,0.938,476,591,1,1,1,75,76,0,Some College,0,0,0,0,0
STU000313,15,F,White,10,0.63,1.19,0.924,0.913,258,242,3,3,3,59,62,1,High School,0,0,0,0,1
STU000314,17,M,Hispanic,12,2.22,2.14,0.999,1.0,403,463,0,0,2,71,71,0,High School,0,0,0,1,0
STU000315,14,F,Hispanic,9,3.04,2.79,0.83,0.835,637,510,1,0,1,51,52,0,Some College,0,0,0,1,0
STU000316,14,M,White,9,2.64,2.77,0.932,0.971,524,489,0,0,1,55,57,1,Some College,0,0,0,0,0
STU000317,14,M,Black,9,2.78,2.83,0.8,0.83,485,563,2,4,2,52,55,1,High School,0,0,0,1,0
STU000318,15,M,Hispanic,10,1.38,1.2,0.951,1.0,370,382,0,0,0,57,57,1,Bachelor+,0,0,0,0,1
STU000319,17,M,White,12,2.85,3.46,0.933,0.996,564,508,1,0,1,72,74,1,High School,0,0,0,0,0
STU000320,18,M,White,12,2.17,2.86,0.748,0.738,489,433,0,0,0,72,72,1,Bachelor+,0,0,0,1,1
STU000321,16,F,Hispanic,11,3.1,2.73,1.0,1.0,498,573,1,0,2,69,71,1,Some College,0,0,0,0,0
STU000322,17,F,Black,12,2.81,2.79,0.963,1.0,488,600,1,0,1,70,71,1,Less than HS,1,1,0,0,0
STU000323,15,F,Hispanic,10,0.86,0.88,0.918,0.944,291,265,2,0,3,59,61,1,Less than HS,0,0,0,0,1
STU000324,18,F,White,12,2.25,2.27,1.0,1.0,442,505,3,3,2,73,76,0,High School,0,0,0,0,1
STU000325,16,M,Hispanic,11,2.03,2.18,1.0,1.0,446,440,1,1,2,68,71,0,Some College,0,0,0,1,0
STU000326,17,F,White,12,2.49,2.7,0.855,0.848,493,466,0,0,2,73,74,0,Some College,0,0,0,0,0
STU000327,15,M,White,10,1.91,1.29,0.846,0.912,460,392,0,0,1,57,57,0,Bachelor+,0,0,0,1,0
STU000328,14,F,Hispanic,9,2.67,2.56,0.875,0.771,576,599,0,0,2,55,57,1,Bachelor+,0,0,0,1,0
STU000329,15,F,White,10,0.91,0.48,0.986,0.95,451,328,2,2,3,57,61,0,Bachelor+,1,0,0,0,0
STU000330,16,F,White,11,2.75,3.22,0.796,0.765,599,590,0,0,1,63,64,0,Some College,0,0,0,0,0
STU000331,14,F,White,9,4.0,3.85,0.972,1.0,711,562,0,0,1,57,57,0,Some College,0,0,0,0,0
STU000332,14,M,White,9,3.46,3.11,0.883,0.861,584,643,0,0,1,51,52,0,Bachelor+,0,0,0,0,0
STU000333,16,M,Black,11,1.01,1.08,0.774,0.845,260,336,4,4,1,68,72,1,High School,0,0,0,0,1
STU000334,14,F,Hispanic,9,2.79,3.15,1.0,1.0,524,515,0,0,1,57,59,0,Some College,0,0,0,0,0
STU000335,15,F,Hispanic,10,2.22,2.52,0.965,1.0,503,379,1,2,1,61,63,0,Less than HS,0,0,0,0,1
STU000336,17,F,Other,12,3.1,3.82,0.962,0.924,563,610,2,2,3,73,77,1,Bachelor+,0,1,0,0,0
STU000337,15,M,White,10,2.54,2.35,0.91,0.898,501,549,2,6,1,58,60,0,Less than HS,0,0,0,1,0
STU000338,17,F,White,12,3.7,3.79,0.887,0.855,575,673,0,0,3,75,75,1,Some College,1,0,0,0,0
STU000339,17,F,White,12,2.74,2.6,0.971,0.979,546,444,1,0,2,75,77,1,Bachelor+,0,0,0,0,0
STU000340,16,F,Hispanic,11,2.23,2.34,1.0,0.968,488,442,0,0,2,68,68,0,Bachelor+,0,1,1,2,0
STU000341,17,F,White,12,2.73,2.5,0.992,0.967,494,484,0,0,2,73,75,1,High School,0,0,0,0,0
STU000342,16,M,Black,11,3.11,3.49,1.0,1.0,579,561,1,3,2,68,71,0,High School,0,0,0,3,0
STU000343,15,M,Hispanic,10,2.37,2.21,1.0,0.998,440,450,1,0,2,63,64,0,Some College,0,0,0,0,0
STU000344,15,F,White,10,2.2,2.74,0.87,0.892,472,501,1,1,1,58,60,1,Some College,1,0,0,0,1
STU000345,16,F,White,11,2.84,2.53,0.829,0.905,450,520,1,2,0,69,72,1,Bachelor+,0,1,0,0,1
STU000346,14,F,Asian,9,3.68,3.53,0.922,0.86,619,652,0,0,1,55,56,0,Bachelor+,0,0,0,0,0
STU000347,16,M,Black,11,1.95,2.02,0.909,0.94,477,458,5,10,1,66,71,1,Less than HS,1,0,0,0,1
STU000348,16,F,White,11,2.91,3.06,0.788,0.749,505,521,1,1,2,66,68,1,Bachelor+,0,0,0,0,1
STU000349,18,M,White,12,2.98,2.92,0.895,0.834,510,533,0,0,0,75,77,0,Some College,0,0,0,0,0
STU000350,18,M,White,12,2.87,2.25,0.937,0.851,518,579,2,2,2,72,76,1,Some College,0,0,0,1,1
STU000351,15,F,Hispanic,10,3.05,2.51,0.907,0.828,530,502,1,1,3,58,61,1,Some College,0,0,0,1,0
STU000352,14,F,Black,9,1.57,1.97,0.99,1.0,441,489,3,9,0,51,55,1,High School,0,0,0,0,1
STU000353,14,M,White,9,2.91,2.37,0.896,0.969,490,552,0,0,4,51,52,1,Bachelor+,0,0,0,0,0
STU000354,16,F,White,11,3.29,3.16,0.926,0.959,599,495,0,0,2,65,67,0,Some College,0,0,0,0,0
STU000355,16,M,Black,11,2.29,2.63,0.817,0.698,436,451,2,2,1,66,69,1,Bachelor+,1,0,0,0,0
STU000356,17,M,White,12,2.6,2.72,0.75,0.685,547,522,2,4,4,69,71,1,Bachelor+,0,0,0,0,0
STU000357,16,F,White,11,2.72,2.48,0.983,1.0,444,461,0,0,0,69,71,0,Bachelor+,0,0,0,0,0
STU000358,18,M,Other,12,1.65,1.73,0.777,0.801,321,429,0,0,0,72,72,1,Bachelor+,0,0,1,0,1
STU000359,18,F,White,12,1.3,1.15,0.766,0.767,384,412,1,0,3,69,71,0,High School,1,1,0,0,1
STU000360,15,M,White,10,2.64,2.82,1.0,1.0,500,452,1,2,2,59,61,1,Some College,0,0,0,0,0
STU000361,18,F,Black,12,1.81,2.11,0.842,0.814,410,430,5,5,2,75,81,1,Some College,1,0,0,0,0
STU000362,17,F,White,12,2.39,2.59,1.0,0.979,530,494,2,6,1,74,78,1,Bachelor+,0,0,0,0,0
STU000363,17,M,White,12,2.37,2.49,0.981,0.996,518,382,0,0,1,75,75,0,High School,0,0,0,0,0
STU000364,15,F,Hispanic,10,3.75,3.68,0.989,1.0,563,616,0,0,3,58,59,1,Bachelor+,0,0,0,3,0
STU000365,18,F,Hispanic,12,0.12,0.48,0.82,0.852,297,335,1,3,4,71,74,1,High School,0,0,0,0,0
STU000366,18,M,White,12,1.53,1.68,1.0,0.994,463,445,2,0,1,72,76,1,Some College,0,0,1,0,0
STU000367,16,M,Asian,11,2.32,2.87,0.856,0.843,460,498,0,0,4,65,67,1,Some College,0,0,0,0,0
STU000368,15,F,White,10,2.77,3.03,0.753,0.784,589,444,3,9,1,62,67,1,Less than HS,0,0,0,0,0
STU000369,14,M,Hispanic,9,3.43,3.08,1.0,0.998,648,622,0,0,3,54,54,0,High School,1,0,0,0,1
STU000370,15,F,Black,10,2.45,2.93,0.96,0.932,457,530,2,4,0,63,65,1,Less than HS,0,0,0,0,0
STU000371,16,M,White,11,1.68,2.03,0.736,0.655,485,384,0,0,1,67,67,1,Bachelor+,0,0,0,0,1
STU000372,15,M,White,10,0.31,0.34,0.838,0.763,226,292,3,3,1,60,64,1,Less than HS,0,0,0,0,1
STU000373,17,F,White,12,1.99,1.51,0.996,1.0,382,395,1,3,2,74,76,1,Some College,0,0,0,0,1
STU000374,14,F,Hispanic,9,3.5,3.44,0.973,1.0,561,701,0,0,1,57,57,1,Bachelor+,0,0,0,0,0
STU000375,14,M,Black,9,3.33,3.75,0.94,0.96,513,634,1,1,0,52,55,0,High School,0,0,0,2,1
STU000376,14,F,Asian,9,2.01,2.22,1.0,0.988,436,425,3,0,1,56,59,0,High School,0,0,0,1,0
STU000377,18,F,Hispanic,12,1.18,1.2,0.886,0.941,325,445,3,0,2,69,73,1,Some College,1,0,0,0,1
STU000378,15,M,Hispanic,10,1.71,1.14,0.843,0.882,459,402,3,9,1,63,67,1,Less than HS,1,0,0,0,1
STU000379,17,F,Black,12,3.2,3.36,0.929,0.879,505,671,1,0,1,72,74,0,Some College,0,1,0,0,0
STU000380,17,F,White,12,2.96,3.26,0.894,0.793,530,427,0,0,4,73,73,1,High School,1,0,0,0,1
STU000381,15,M,Hispanic,10,4.0,4.0,1.0,0.953,716,554,0,0,1,60,62,1,Some College,0,0,0,1,0
STU000382,18,F,White,12,1.48,1.45,0.935,0.916,483,438,2,0,4,70,72,0,High School,0,0,0,0,0
STU000383,16,F,Hispanic,11,1.89,1.15,0.944,0.923,465,447,1,0,3,65,66,0,High School,0,1,0,0,1
STU000384,15,F,Hispanic,10,2.67,2.32,0.908,1.0,478,580,0,0,3,60,62,1,Bachelor+,0,0,0,0,0
STU000385,14,F,Black,9,1.83,1.78,0.894,0.945,421,468,2,6,3,55,59,0,Bachelor+,0,0,0,0,0
STU000386,18,F,White,12,3.97,4.0,0.861,0.935,654,643,0,0,3,72,73,0,Some College,1,0,1,0,1
STU000387,17,M,Black,12,2.23,2.37,0.874,0.822,500,536,1,0,3,73,74,1,Some College,0,0,0,2,0
STU000388,17,F,White,12,3.51,2.94,0.832,0.759,669,686,0,0,3,73,75,1,High School,0,0,0,0,0
STU000389,16,F,Hispanic,11,3.38,3.76,0.844,0.716,583,591,0,0,1,69,71,0,High School,1,0,0,0,0
STU000390,18,F,White,12,1.96,1.91,0.761,0.796,484,411,2,0,1,74,78,1,Bachelor+,0,0,0,1,1
STU000391,16,F,Black,11,1.29,1.3,0.873,0.866,328,321,1,0,1,67,69,1,High School,0,0,0,0,1
STU000392,16,M,Hispanic,11,1.81,1.48,1.0,1.0,381,405,4,4,1,67,73,1,High School,1,0,0,1,1
STU000393,17,M,Black,12,3.17,3.03,1.0,1.0,587,488,0,0,1,73,75,0,Some College,1,0,0,0,0
STU000394,14,M,White,9,3.89,3.62,0.904,0.91,616,576,0,0,2,51,52,1,Bachelor+,0,0,0,1,0
STU000395,15,F,Hispanic,10,1.09,0.8,0.891,0.887,404,347,2,2,1,60,62,1,Some College,1,0,0,0,1
STU000396,14,F,Hispanic,9,3.47,3.63,0.999,1.0,607,581,1,2,1,54,57,1,Bachelor+,0,0,0,0,0
STU000397,15,M,Hispanic,10,3.54,2.87,1.0,0.961,518,633,2,2,1,61,64,0,Bachelor+,0,0,0,0,1
STU000398,16,M,Black,11,3.11,2.88,0.912,0.909,491,567,1,0,0,64,67,1,High School,0,0,0,0,0
STU000399,18,F,Black,12,1.77,1.41,0.935,0.894,418,505,2,6,0,74,77,0,Some College,0,1,0,0,1
STU000400,17,M,Black,12,2.78,2.59,0.969,1.0,544,510,0,0,2,71,71,1,Bachelor+,0,0,0,0,0
STU000401,18,M,Hispanic,12,1.68,1.49,0.86,0.912,402,403,4,8,1,73,79,1,Some College,0,0,0,0,0
STU000402,15,F,Black,10,1.99,1.95,0.945,0.877,416,459,1,1,2,57,58,0,Some College,0,0,1,1,0
STU000403,17,M,White,12,3.45,3.37,0.905,0.883,559,593,1,3,1,72,75,1,Bachelor+,0,0,0,0,1
STU000404,15,M,White,10,0.29,0.18,0.927,0.987,353,291,5,5,2,58,63,1,Less than HS,0,0,0,0,1
STU000405,15,M,White,10,1.67,1.33,0.863,0.937,441,325,2,6,2,62,64,1,Bachelor+,0,0,0,0,0
STU000406,17,M,Hispanic,12,2.41,2.82,0.942,0.956,448,525,1,3,3,73,76,1,High School,0,0,0,0,1
STU000407,18,F,Other,12,0.87,0.55,0.924,0.979,366,376,1,1,2,71,72,1,High School,1,0,0,2,1
STU000408,15,F,Asian,10,4.0,3.93,1.0,1.0,603,656,0,0,0,57,58,1,Bachelor+,1,0,0,0,0
STU000409,15,M,White,10,2.68,2.23,0.796,0.799,498,469,3,3,2,58,63,1,Less than HS,0,0,0,0,1
STU000410,17,M,White,12,2.89,2.95,0.889,0.857,472,549,1,3,0,70,71,1,Bachelor+,0,0,0,1,1
STU000411,18,F,Hispanic,12,2.01,2.45,1.0,0.943,442,487,1,2,1,75,77,1,Bachelor+,0,0,0,0,0
STU000412,17,M,White,12,3.13,3.3,0.887,0.825,600,567,0,0,2,70,72,0,Less than HS,0,0,0,1,0
STU000413,16,M,Hispanic,11,1.84,1.63,0.86,0.835,428,452,1,0,0,63,64,0,High School,0,0,0,0,0
STU000414,18,F,Asian,12,2.5,2.6,1.0,1.0,534,545,3,3,0,71,75,0,Bachelor+,0,0,0,0,0
STU000415,18,M,Hispanic,12,3.53,3.47,1.0,0.985,661,647,0,0,4,74,74,1,Some College,0,0,0,1,0
STU000416,17,F,Other,12,3.25,3.83,0.972,1.0,572,631,0,0,0,69,69,1,Some College,0,0,0,3,0
STU000417,18,F,White,12,1.72,1.98,0.691,0.665,416,465,4,8,2,70,76,0,Bachelor+,0,0,0,0,1
STU000418,17,M,Hispanic,12,2.81,2.51,0.99,1.0,492,391,1,3,1,70,71,1,Bachelor+,1,0,0,2,1
STU000419,15,M,White,10,2.86,3.17,1.0,1.0,588,494,4,4,1,61,67,0,Some College,0,0,0,0,1
STU000420,17,F,White,12,3.78,3.44,0.985,1.0,557,586,0,0,2,73,75,0,High School,0,0,0,0,0
STU000421,17,M,Black,12,1.45,1.59,1.0,0.94,391,407,2,4,4,74,78,1,Bachelor+,0,0,0,0,0
STU000422,15,M,White,10,1.42,1.8,0.864,0.898,447,444,2,4,3,57,60,1,Bachelor+,0,0,0,1,0
STU000423,16,F,Asian,11,2.96,2.47,0.933,0.87,547,575,0,0,0,63,65,0,Some College,0,0,0,1,0
STU000424,18,F,White,12,2.17,2.22,0.851,0.928,469,458,4,12,1,73,78,1,Less than HS,0,0,0,0,1
STU000425,16,M,Black,11,3.44,3.41,0.893,0.897,561,552,1,0,2,69,72,0,Some College,0,0,0,1,0
STU000426,17,F,White,12,2.17,2.19,0.835,0.749,478,373,2,2,2,74,78,0,Some College,1,1,0,0,1
STU000427,16,M,White,11,1.94,1.89,0.899,0.939,437,390,3,6,1,64,67,1,High School,0,0,0,0,0
STU000428,16,F,Hispanic,11,1.82,1.66,0.762,0.879,348,449,1,0,2,66,67,1,Bachelor+,0,0,0,0,0
STU000429,14,M,White,9,0.57,1.15,0.879,0.869,363,299,3,0,1,57,62,0,Bachelor+,0,0,0,0,1
STU000430,18,M,Hispanic,12,1.39,1.46,0.902,0.905,335,330,1,2,2,75,76,1,Bachelor+,0,0,0,0,1
STU000431,18,F,Asian,12,2.73,2.21,0.891,0.843,551,526,0,0,2,71,72,1,High School,0,0,0,0,1
STU000432,16,M,Black,11,0.72,0.52,0.941,0.898,317,304,1,3,3,68,71,0,High School,1,0,0,0,0
STU000433,17,F,Asian,12,1.48,1.6,0.895,0.851,438,463,2,4,1,70,72,0,Some College,0,0,0,0,1
STU000434,18,F,White,12,0.98,1.06,0.83,0.821,387,389,2,0,2,70,74,1,High School,0,0,0,0,0
STU000435,14,M,Other,9,2.78,2.67,0.889,0.93,567,603,1,0,0,57,58,0,Bachelor+,0,0,0,0,0
STU000436,14,M,White,9,1.37,1.66,0.911,0.872,414,407,3,3,1,51,56,0,Some College,0,0,0,0,1
STU000437,17,F,Hispanic,12,1.68,1.75,0.801,0.803,356,407,2,6,4,75,79,1,Some College,0,0,0,1,0
STU000438,14,F,Hispanic,9,1.23,1.0,0.924,0.899,442,378,4,12,1,51,56,0,Less than HS,0,0,0,0,0
STU000439,16,M,White,11,2.46,2.22,0.973,0.94,540,487,1,1,1,64,66,1,High School,0,0,0,0,0
STU000440,17,F,White,12,1.57,1.64,0.83,0.829,251,414,5,10,1,69,75,0,Less than HS,0,0,0,1,0
STU000441,15,F,Asian,10,4.0,3.69,0.947,0.964,597,539,0,0,1,58,59,0,High School,0,0,0,0,0
STU000442,17,M,White,12,2.71,2.41,0.925,0.98,477,532,3,6,0,72,75,1,Bachelor+,0,0,0,0,0
STU000443,14,M,Black,9,3.17,2.98,0.906,0.937,576,605,0,0,1,51,51,0,Less than HS,0,0,0,1,0
STU000444,16,F,Black,11,1.07,0.91,0.837,0.792,264,320,0,0,1,66,67,1,Some College,0,0,0,0,0
STU000445,16,F,Black,11,3.19,3.15,0.941,0.917,556,568,1,3,2,64,66,0,Some College,0,0,0,0,0
STU000446,17,F,Other,12,3.73,3.28,1.0,0.972,596,604,1,2,2,71,72,0,Bachelor+,0,1,0,1,0
STU000447,15,F,Black,10,3.19,3.29,0.993,0.984,564,606,0,0,1,60,60,0,Some College,0,1,0,0,0
STU000448,15,F,Asian,10,2.36,2.43,1.0,1.0,539,423,5,5,3,57,63,0,Bachelor+,0,0,0,0,0
STU000449,15,M,Black,10,2.4,2.18,0.826,0.841,529,482,1,3,0,60,63,1,Bachelor+,0,0,0,0,1
